hero,category,ability_name,hotkey_or_tier,field,value
Zagara,talents,Volatile Acid,1,icon,Volatile_Acid_Icon.png
Zagara,talents,Volatile Acid,1,description,Banelings can travel 50% farther before exploding.
Zagara,talents,Volatile Acid,1,slot,1
Zagara,talents,Volatile Acid,1,prop1,Bonus range
Zagara,talents,Volatile Acid,1,val1,7.0
Zagara,talents,Volatile Acid,1,notes,Actually a 44.4~% increase in range.
Zagara,talents,Corpse Feeders,1,icon,Corpse_Feeders_Icon.png
Zagara,talents,Corpse Feeders,1,description,Reduces the cooldown of Infested Drop by 3 seconds and Roachlings have 30% more Health.
Zagara,talents,Corpse Feeders,1,slot,2
Zagara,talents,Corpse Feeders,1,type,"Cooldown Reduction, Bonus Health"
Zagara,talents,Corpse Feeders,1,scaling,-
Zagara,talents,Corpse Feeders,1,affects,Roachlings
Zagara,talents,Infest,1,icon,Infest_Icon.png
Zagara,talents,Infest,1,description,"Nearby Ranged Minions deal an additional 100% damage, plus an additional 1% per 1000 Siege damage Zagara has dealt. Can be toggled on or off."
Zagara,talents,Infest,1,slot,3
Zagara,talents,Infest,1,type,Offensive damage modifier
Zagara,talents,Infest,1,affects,Allied Ranged Minions
Zagara,talents,Infest,1,radius,8.0
Zagara,talents,Infest,1,notes,Damage bonus stacks additively with other offensive damage modifiers that can affect target units' Basic Attack damage.
Zagara,talents,Envenomed Spines,2,icon,Envenomed_Spines_Icon.png
Zagara,talents,Envenomed Spines,2,description,cooldown 30 Activate to have Zagara's next Basic Attack apply 230 damage over 5 seconds.
Zagara,talents,Envenomed Spines,2,slot,1
Zagara,talents,Envenomed Spines,2,type,Spell Damage
Zagara,talents,Envenomed Spines,2,scaling,4.00%
Zagara,talents,Envenomed Spines,2,affects,Enemies
Zagara,talents,Envenomed Spines,2,target,No target
Zagara,talents,Envenomed Spines,2,props,"Attack modifier, Damage over Time, Primed"
Zagara,talents,Envenomed Spines,2,cast,Instant
Zagara,talents,Envenomed Spines,2,tickrate,1.0 per second (x5)
Zagara,talents,Envenomed Spines,2,prop1,Damage per tick
Zagara,talents,Envenomed Spines,2,val1,46
Zagara,talents,Medusa Blades,2,icon,Medusa_Blades_Icon.png
Zagara,talents,Medusa Blades,2,description,Basic Attacks deal 33% damage to three nearby targets.
Zagara,talents,Medusa Blades,2,slot,2
Zagara,talents,Medusa Blades,2,type,Physical Damage
Zagara,talents,Medusa Blades,2,scaling,-
Zagara,talents,Medusa Blades,2,affects,Enemies
Zagara,talents,Medusa Blades,2,props,Attack modifier
Zagara,talents,Medusa Blades,2,radius,9.5
Zagara,talents,Medusa Blades,2,arc,45 degrees
Zagara,talents,Medusa Blades,2,notes,Additional Basic Attacks target enemies within the sector in front of Zagara. Attacks prioritize enemy units that are closest to Zagara. Additional Basic Attacks do not grand any cooldown reduction from Nydus Network. Damage reduction stacks additively with offensive damage modifiers that can affect Zagara's Basic Attack damage.
Zagara,talents,Serrated Spines,2,icon,Serrated_Spines_Icon.png
Zagara,talents,Serrated Spines,2,description,questonly Each Basic Attack against a Hero increases Zagara's Attack Damage by 0.2%.
Zagara,talents,Serrated Spines,2,slot,3
Zagara,talents,Serrated Spines,2,type,Offensive damage modifier
Zagara,talents,Serrated Spines,2,affects,Self
Zagara,talents,Serrated Spines,2,props,Attack modifier
Zagara,talents,Serrated Spines,2,notes,Damage bonus stacks additively with itself and other offensive damage modifiers that can affect Zagara's Basic Attack damage.
Zagara,talents,Baneling Massacre,3,icon,Baneling_Massacre_Icon.png
Zagara,talents,Baneling Massacre,3,description,"Gain 2 additional charges of Baneling Barrage, but increase its cooldown by 2 seconds."
Zagara,talents,Baneling Massacre,3,slot,1
Zagara,talents,Viscous Acid,3,icon,Viscous_Acid_Icon.png
Zagara,talents,Viscous Acid,3,description,Banelings Slow enemies by 25% for 2.5 seconds.
Zagara,talents,Viscous Acid,3,slot,2
Zagara,talents,Viscous Acid,3,type,Crowd control
Zagara,talents,Viscous Acid,3,affects,Enemies
Zagara,talents,Viscous Acid,3,props,Slow
Zagara,talents,Bile Drop,3,icon,Bile_Drop_Icon.png
Zagara,talents,Bile Drop,3,description,"quest Passively increases the radius of Infested Drop by 20%. After hitting 12 Heroes with Infested Drop, it spawns an additional Roachling."
Zagara,talents,Bile Drop,3,slot,3
Zagara,talents,Bile Drop,3,prop1,Bonus radius
Zagara,talents,Bile Drop,3,val1,0.3
Zagara,talents,Devouring Maw,4,icon,Devouring_Maw_Icon.png
Zagara,talents,Devouring Maw,4,description,Cooldown 80 Summon a Devouring Maw that devours enemies for 4 seconds. Devoured enemies cannot fight and take 94 damage per second. yellowtext Usable on Unstoppable enemies.
Zagara,talents,Devouring Maw,4,slot,1
Zagara,talents,Nydus Network,4,icon,Nydus_Network_Icon.png
Zagara,talents,Nydus Network,4,description,"Charge Cooldown 120 Summon a Nydus Worm on Creep anywhere that Zagara has vision. Zagara can enter a Nydus Worm and travel to any other Nydus Worm by right-clicking near it. While inside a Nydus Worm, Zagara regenerates 10% Health and Mana per second. Stores up to 2 charges. Maximum of 4 Nydus Worms at a time. passive Creep spreads 15% farther. passive While on Creep, each Basic Attack reduces all of Zagara's cooldowns by 0.4 seconds."
Zagara,talents,Nydus Network,4,slot,2
Zagara,talents,Hydralisk Transfusion,5,icon,Hydralisk_Transfusion_Icon.png
Zagara,talents,Hydralisk Transfusion,5,description,Zagara is healed for 60% of the damage dealt by Hunter Killers' Basic Attacks to Heroes.
Zagara,talents,Hydralisk Transfusion,5,slot,1
Zagara,talents,Hydralisk Transfusion,5,type,Healing
Zagara,talents,Hydralisk Transfusion,5,scaling,-
Zagara,talents,Hydralisk Transfusion,5,affects,Self
Zagara,talents,Hydralisk Transfusion,5,props,"Attack modifier, Lifesteal"
Zagara,talents,Protective Coating,5,icon,Protective_Coating_Icon.png
Zagara,talents,Protective Coating,5,description,"While on Creep, Zagara gains 20 Armor, taking 20% less damage."
Zagara,talents,Protective Coating,5,slot,2
Zagara,talents,Protective Coating,5,type,Defensive damage modifier
Zagara,talents,Protective Coating,5,affects,Self
Zagara,talents,Protective Coating,5,props,Armor
Zagara,talents,Protective Coating,5,notes,Does not stack with itself or other positive Armor effects. Other defensive damage modifiers may stack.
Zagara,talents,Spell Shield,5,icon,Spell_Shield_Icon.png
Zagara,talents,Spell Shield,5,description,"Every 30 seconds, gain 50 Spell Armor against the next enemy Ability and subsequent Abilities for 3 seconds, reducing the damage taken by 50%. Can be toggled to allow or prevent this talent from triggering automatically."
Zagara,talents,Spell Shield,5,slot,3
Zagara,talents,Spell Shield,5,type,Defensive damage modifier
Zagara,talents,Spell Shield,5,affects,Self
Zagara,talents,Spell Shield,5,target,No target (toggle)
Zagara,talents,Spell Shield,5,props,"Spell Armor, Spell Shield"
Zagara,talents,Spell Shield,5,cast,Instant
Zagara,talents,Spell Shield,5,prop1,Toggle cooldown
Zagara,talents,Spell Shield,5,val1,0.5 seconds.
Zagara,talents,Spell Shield,5,notes,Does not stack with other positive Spell Armor effects. Other damage modifiers may stack.
Zagara,talents,Corrosive Saliva,6,icon,Corrosive_Saliva_Icon.png
Zagara,talents,Corrosive Saliva,6,description,"When attacking Heroes, Hunter Killers and Roachlings deal additional damage equal to 1.5% of their maximum Health."
Zagara,talents,Corrosive Saliva,6,slot,1
Zagara,talents,Corrosive Saliva,6,type,Percent damage
Zagara,talents,Corrosive Saliva,6,scaling,-
Zagara,talents,Corrosive Saliva,6,affects,Enemy Heroes
Zagara,talents,Corrosive Saliva,6,props,Attack modifier
Zagara,talents,Corrosive Saliva,6,notes,Damage is dealt in a separate instance.
Zagara,talents,Mutalisk,6,icon,Mutalisk_Icon.png
Zagara,talents,Mutalisk,6,description,Reduce the cooldown of Hunter Killer by 4 seconds. Hunter Killer now spawns a Mutalisk. Mutalisks have a bounce attack and last for 30 seconds.
Zagara,talents,Mutalisk,6,slot,2
Zagara,talents,Mutalisk,6,type,Spell Damage
Zagara,talents,Mutalisk,6,scaling,-
Zagara,talents,Mutalisk,6,affects,Enemies
Zagara,talents,Mutalisk,6,props,"Attack modifier, Bounce"
Zagara,talents,Mutalisk,6,radius,4.0 (bounce)
Zagara,talents,Mutalisk,6,notes,"Mutalisk's attacks bounce twice, dealing 50% less damage with each bounce. Bounces are chained and attacks cannot bounce back to the initial target. Bounces cannot target enemies that are not visible or to unaggroed Mercenaries. Bounces prioritize the closest enemy unit to the target. Bounce damage reduction stacks multiplicatively with offensive damage modifiers."
Zagara,talents,Jagged Barbs,6,icon,Jagged_Barbs_Icon.png
Zagara,talents,Jagged Barbs,6,description,"While on Creep, Zagara gains 50% more Basic Attack damage and her Attack Range is increased by 1.1."
Zagara,talents,Jagged Barbs,6,slot,3
Zagara,talents,Jagged Barbs,6,type,Offensive damage modifier
Zagara,talents,Jagged Barbs,6,affects,Self
Zagara,talents,Jagged Barbs,6,prop1,Bonus attack range
Zagara,talents,Jagged Barbs,6,val1,1.1
Zagara,talents,Jagged Barbs,6,notes,Damage bonus stacks additively with other damage modifiers that can affect Zagara's Basic Attack damage.
Zagara,talents,Tyrant Maw,7,icon,Tyrant_Maw_Icon.png
Zagara,talents,Tyrant Maw,7,description,Devouring Maw deals 50% more damage. Takedowns reduce its cooldown by 25 seconds.
Zagara,talents,Tyrant Maw,7,slot,1
Zagara,talents,Tyrant Maw,7,type,Offensive damage modifier
Zagara,talents,Tyrant Maw,7,affects,Ability
Zagara,talents,Tyrant Maw,7,notes,Damage bonus stacks additively with other offensive damage modifiers that can affect Devouring Maw 's damage.
Zagara,talents,Endless Creep,7,icon,Broodling_Nest_Icon.png
Zagara,talents,Endless Creep,7,description,"The cast range for Creep Tumor is increased by 2000%. Creep Tumors now last 600 seconds. While on Creep, Zagara gains an additional 10% Movement Speed."
Zagara,talents,Endless Creep,7,slot,2
Zagara,talents,Endless Creep,7,prop1,Bonus range
Zagara,talents,Endless Creep,7,val1,47.5
Zagara,talents,Endless Creep,7,notes,Actually a 1900% increase in cast range.
Zagara,talents,Broodmother,7,icon,Broodmother_Icon.png
Zagara,talents,Broodmother,7,description,Every 3rd Basic Attack also launches a Baneling towards the target. passive Gain 20% bonus Attack Speed.
Zagara,talents,Broodmother,7,slot,3
Zagara,talents,Broodmother,7,type,Spell Damage
Zagara,talents,Broodmother,7,props,Attack modifier
Zagara,talents,Broodmother,7,notes,Broodmother Banelings have the same basic properties as the ones launched via Baneling Barrage. Broodmother Banelings benefit from the Viscous Acid Slow and the damage bonus from Volatile Acid but not from Volatile Acid 's range increase.
Zagara,talents,Pack Instinct,7,icon,Pack_Instinct_Icon.png
Zagara,talents,Pack Instinct,7,description,Zagara and her summons deal 20% more damage to enemies attacked by a Hunter Killer in the last 2 seconds.
Zagara,talents,Pack Instinct,7,slot,4
Zagara,talents,Pack Instinct,7,type,Offensive damage modifier
Zagara,talents,Pack Instinct,7,affects,"Self, Summons"
Zagara,talents,Pack Instinct,7,notes,"Mutalisk's bouncing attacks do not apply the marker to secondary targets. Only affects Zagara's (and her summons') damage from her Abilities and Basic Attacks. Damage bonus does not stack with itself, but stacks additively with other offensive damage modifiers that can affect Zagara's damage."
Zul'jin,abilities,Berserker,D,icon,Berserker_Icon.png
Zul'jin,abilities,Berserker,D,description,"Cooldown 0.5 Activate to increase Basic Attack damage by 25% but consume 2% maximum Health per attack. Passive Zul'jin attacks 1% faster for every 1% of maximum Health missing. You Want Axe? Quest Every 5 Basic Attacks against Heroes permanently increase Basic Attack damage by 1. After attacking Heroes 75 times, Basic Attack range is increased by 1.1. Reward After attacking Heroes 150 times, Twin Cleave now revolves twice. Lose 3 stacks upon death."
Zul'jin,abilities,Berserker,D,type,Bonus damage
Zul'jin,abilities,Berserker,D,scaling,-
Zul'jin,abilities,Berserker,D,affects,Self
Zul'jin,abilities,Berserker,D,target,No target (toggle)
Zul'jin,abilities,Berserker,D,props,Attack Speed
Zul'jin,abilities,Berserker,D,cast,Instant
Zul'jin,abilities,Berserker,D,notes,Lose 15 Basic Attacks' worth of stacks (3 bonus Attack Damage) upon death. Continues to gain stacks after the second reward is completed.
Zul'jin,abilities,Grievous Throw,Q,icon,Grievous_Throw_Icon.png
Zul'jin,abilities,Grievous Throw,Q,description,"Zul'jin throws an axe forward, dealing 125 damage to the first 2 enemies hit and marking them for 6 seconds. Marked enemies take 50% bonus damage from Zul'jin's next 3 Basic Attacks against them."
Zul'jin,abilities,Grievous Throw,Q,type,Spell Damage / Offensive damage modifier
Zul'jin,abilities,Grievous Throw,Q,scaling,4.00%
Zul'jin,abilities,Grievous Throw,Q,affects,Enemies / Self
Zul'jin,abilities,Grievous Throw,Q,target,Point target
Zul'jin,abilities,Grievous Throw,Q,props,Skillshot
Zul'jin,abilities,Grievous Throw,Q,cast,0 + 0.125 seconds
Zul'jin,abilities,Grievous Throw,Q,range,9.775
Zul'jin,abilities,Grievous Throw,Q,hitbox,1 x 1.15
Zul'jin,abilities,Grievous Throw,Q,missile,25
Zul'jin,abilities,Grievous Throw,Q,notes,Basic Attacks which miss due to being Blinded or the target Evading remove charges from the mark. Damage bonus stacks additively with other offensive damage modifiers that can affect Zuljin's Basic Attack damage.
Zul'jin,abilities,Grievous Throw,Q,cooldown,8
Zul'jin,abilities,Grievous Throw,Q,cost,40
Zul'jin,abilities,Twin Cleave,W,icon,Twin_Cleave_Icon.png
Zul'jin,abilities,Twin Cleave,W,description,"Throw 2 axes in a large, circular arc, dealing 112 damage and Slowing affected enemies by 15% per axe for 2 seconds."
Zul'jin,abilities,Twin Cleave,W,type,Spell Damage
Zul'jin,abilities,Twin Cleave,W,scaling,4.00%
Zul'jin,abilities,Twin Cleave,W,affects,Enemies
Zul'jin,abilities,Twin Cleave,W,target,Point target
Zul'jin,abilities,Twin Cleave,W,props,"Area of Effect, Clamping"
Zul'jin,abilities,Twin Cleave,W,cast,Instant
Zul'jin,abilities,Twin Cleave,W,radius,- Path: 10.0 - Hitbox: 0.75
Zul'jin,abilities,Twin Cleave,W,missile,~39
Zul'jin,abilities,Twin Cleave,W,notes,"Enemies can only be hit once per revolution for each axe. Twin Cleave 's axes return and revolve from the initial cast location, regardless of where Zul'jin is. One full rotation takes 1.25 seconds. Slow stacks additively with itself, up to 2 times, but not with other Slows. Slow duration does not stack. Subsequent applications refresh the duration."
Zul'jin,abilities,Twin Cleave,W,cooldown,10
Zul'jin,abilities,Twin Cleave,W,cost,60
Zul'jin,abilities,Regeneration,E,icon,Regeneration_Icon.png
Zul'jin,abilities,Regeneration,E,description,Zul'jin channels to regenerate 30% of his maximum Health over 4 seconds. Moving while channeling or taking damage will interrupt this effect.
Zul'jin,abilities,Regeneration,E,type,Healing
Zul'jin,abilities,Regeneration,E,scaling,-
Zul'jin,abilities,Regeneration,E,affects,Self
Zul'jin,abilities,Regeneration,E,target,No target
Zul'jin,abilities,Regeneration,E,props,Weak channel (stationary)
Zul'jin,abilities,Regeneration,E,cast,Instant
Zul'jin,abilities,Regeneration,E,tickrate,1.0 per second. (x5)
Zul'jin,abilities,Regeneration,E,prop1,Healing per tick
Zul'jin,abilities,Regeneration,E,val1,6.0% (of max Health)
Zul'jin,abilities,Regeneration,E,notes,Damage over Time effects applied before cast do not interrupt Regeneration.
Zul'jin,abilities,Regeneration,E,cooldown,15
Zul'jin,abilities,Regeneration,E,cost,75
Zul'jin,abilities,Taz'dingo!,R,icon,Taz'dingo_Icon.png
Zul'jin,abilities,Taz'dingo!,R,description,"For the next 4 seconds, Zul'jin is Unkillable, and cannot be reduced to less than 1 Health. Taz'dingo!"
Zul'jin,abilities,Taz'dingo!,R,type,Status effect
Zul'jin,abilities,Taz'dingo!,R,affects,Self
Zul'jin,abilities,Taz'dingo!,R,target,No target
Zul'jin,abilities,Taz'dingo!,R,props,Unkillable
Zul'jin,abilities,Taz'dingo!,R,cast,Instant
Zul'jin,abilities,Taz'dingo!,R,notes,Overflowing damage taken is nullified.
Zul'jin,abilities,Taz'dingo!,R,cooldown,100
Zul'jin,abilities,Taz'dingo!,R,cost,80
Zul'jin,abilities,Guillotine,R,icon,Guillotine_Icon.png
Zul'jin,abilities,Guillotine,R,description,"Zul'jin launches a massive axe into the air that drops on the targeted area, dealing 330 damage plus bonus damage the lower his Health is."
Zul'jin,abilities,Guillotine,R,type,Spell Damage
Zul'jin,abilities,Guillotine,R,scaling,4.00%
Zul'jin,abilities,Guillotine,R,affects,Enemies
Zul'jin,abilities,Guillotine,R,target,Point target
Zul'jin,abilities,Guillotine,R,props,Area of Effect
Zul'jin,abilities,Guillotine,R,cast,0 + 0.5 seconds
Zul'jin,abilities,Guillotine,R,range,20.0
Zul'jin,abilities,Guillotine,R,aoe,Rectangle
Zul'jin,abilities,Guillotine,R,width,2.5
Zul'jin,abilities,Guillotine,R,height,5.5
Zul'jin,abilities,Guillotine,R,prop1,Impact delay
Zul'jin,abilities,Guillotine,R,val1,1.375 seconds
Zul'jin,abilities,Guillotine,R,prop2,Maximum damage bonus
Zul'jin,abilities,Guillotine,R,val2,200%
Zul'jin,abilities,Guillotine,R,notes,"Bonus damage from missing Health is determined when the Ability is activated. Offensive damage modifiers, such as Spell Power bonus from Recklessness, are verified and applied when it impacts. Bonus damage is proportional to the square of Zul'jin's missing Health: bonusDamage% = missingHealth% 2 / 50 Bonus damage is added directly to the base damage and stacks multiplicatively with offensive damage modifiers."
Zul'jin,abilities,Guillotine,R,cooldown,30
Zul'jin,abilities,Guillotine,R,cost,60
Zul'jin,abilities,Amani Rage,1,icon,Amani_Rage_Icon.png
Zul'jin,abilities,Amani Rage,1,description,Activate to cause Zul'jin to instantly lose 50% of his current Health and heal for that amount over 10 seconds.
Zul'jin,abilities,Amani Rage,1,type,"Self-Damage, Healing"
Zul'jin,abilities,Amani Rage,1,scaling,-
Zul'jin,abilities,Amani Rage,1,affects,Self
Zul'jin,abilities,Amani Rage,1,target,No target
Zul'jin,abilities,Amani Rage,1,props,Heal over Time
Zul'jin,abilities,Amani Rage,1,cast,Instant
Zul'jin,abilities,Amani Rage,1,tickrate,1.0 per second (x10)
Zul'jin,abilities,Amani Rage,1,cooldown,30
Zul'jin,talents,Boneslicer,1,icon,Boneslicer_Icon.png
Zul'jin,talents,Boneslicer,1,description,"Grievous Throw now pierces through all enemies hit and restores 15 Mana per Hero hit. Additionally, Grievous Throw's mark is no longer removed by Basic Attacks."
Zul'jin,talents,Boneslicer,1,slot,1
Zul'jin,talents,Boneslicer,1,type,Mana restoration
Zul'jin,talents,Boneslicer,1,scaling,-
Zul'jin,talents,Boneslicer,1,affects,Self
Zul'jin,talents,Recklessness,1,icon,Recklessness_Icon.png
Zul'jin,talents,Recklessness,1,description,"While Zul'jin is below 75% Health, he gains 10% Spell Power. While he is below 50% Health, his Basic Attack damage is increased by 10% and Basic Attacks against Heroes grant an additional stack of You Want Axe?."
Zul'jin,talents,Recklessness,1,slot,2
Zul'jin,talents,Recklessness,1,type,"Offensive damage modifier, Healing dealt modifier"
Zul'jin,talents,Recklessness,1,affects,Self
Zul'jin,talents,Recklessness,1,props,Spell Power
Zul'jin,talents,Recklessness,1,notes,Attack damage bonus stacks additively with other offensive damage modifiers that can affect Zul'jin's Basic Attack damage. Spell Power stacks additively with itself and other offensive damage and healing modifiers affecting Zul'jin's Spell Damage or healing output.
Zul'jin,talents,Headhunter,1,icon,Headhunter_Icon.png
Zul'jin,talents,Headhunter,1,description,"quest Zul'jin's first Takedown against each enemy Hero permanently increases his damage dealt by 2.5%. After getting Takedowns on every enemy Hero, Basic Attack range is increased by 1.1."
Zul'jin,talents,Headhunter,1,slot,3
Zul'jin,talents,Headhunter,1,type,Offensive damage modifier
Zul'jin,talents,Headhunter,1,affects,Self
Zul'jin,talents,Headhunter,1,notes,Damage bonus stacks additively with other offensive damage modifiers that can affect Zul'jin's damage.
Zul'jin,talents,Troll's Blood,2,icon,Troll's_Blood_Icon.png
Zul'jin,talents,Troll's Blood,2,description,"Increase Regeneration's healing by 25%. If Regeneration fully finishes, restore 10% of Zul'jin's maximum Mana."
Zul'jin,talents,Troll's Blood,2,slot,1
Zul'jin,talents,Troll's Blood,2,type,Bonus healing / Mana restoration
Zul'jin,talents,Troll's Blood,2,scaling,-
Zul'jin,talents,Troll's Blood,2,affects,Ability / Self
Zul'jin,talents,Troll's Blood,2,notes,"Healing bonus directly affects the base value, causing the given percentage to stack multiplicatively with healing dealt modifiers."
Zul'jin,talents,Voodoo Shuffle,2,icon,Voodoo_Shuffle_Icon.png
Zul'jin,talents,Voodoo Shuffle,2,description,cooldown 10 Activate to remove Roots and Slows. Passive Lower the cooldown and Mana cost of Regeneration by 40%.
Zul'jin,talents,Voodoo Shuffle,2,slot,2
Zul'jin,talents,Voodoo Shuffle,2,type,CC removal
Zul'jin,talents,Voodoo Shuffle,2,affects,Self
Zul'jin,talents,Voodoo Shuffle,2,target,No target
Zul'jin,talents,Voodoo Shuffle,2,cast,Instant
Zul'jin,talents,Amani Hide,2,icon,Amani_Hide_Icon.png
Zul'jin,talents,Amani Hide,2,description,Lower Amani Rage's cooldown by 10 seconds and gain 15 Armor while regenerating Health from it.
Zul'jin,talents,Amani Hide,2,slot,3
Zul'jin,talents,Amani Hide,2,type,Defensive damage modifier
Zul'jin,talents,Amani Hide,2,affects,Self
Zul'jin,talents,Amani Hide,2,props,Armor
Zul'jin,talents,Amani Hide,2,notes,Does not stack with other positive Armor effects. Other defensive damage modifiers may stack.
Zul'jin,talents,Vicious Assault,3,icon,Vicious_Assault_Icon.png
Zul'jin,talents,Vicious Assault,3,description,Increase the duration of Grievous Throw's mark by 3 seconds and its damage bonus by 45%.
Zul'jin,talents,Vicious Assault,3,slot,1
Zul'jin,talents,Vicious Assault,3,nohr,true
Zul'jin,talents,Vicious Assault,3,notes,Stacks additively with baseline bonus and other offensive damage modifiers.
Zul'jin,talents,Arcanite Axes,3,icon,Arcanite_Axes_Icon.png
Zul'jin,talents,Arcanite Axes,3,description,Questonly Twin Cleave's damage is permanently increased by 0.75 every time it hits a Hero.
Zul'jin,talents,Arcanite Axes,3,slot,2
Zul'jin,talents,Arcanite Axes,3,type,Bonus damage
Zul'jin,talents,Arcanite Axes,3,scaling,-
Zul'jin,talents,Arcanite Axes,3,affects,Ability
Zul'jin,talents,Arcanite Axes,3,prop1,Maximum bonus damage
Zul'jin,talents,Arcanite Axes,3,val1,"9,001 (12,002 stacks)"
Zul'jin,talents,Arcanite Axes,3,notes,Each flying axe generates stacks.
Zul'jin,talents,Ferocity,3,icon,Ferocity_Icon.png
Zul'jin,talents,Ferocity,3,description,Increases the Attack Speed bonus of Berserker by 40%.
Zul'jin,talents,Ferocity,3,slot,3
Zul'jin,talents,Ferocity,3,nohr,true
Zul'jin,talents,Ferocity,3,notes,Increases the Attack Speed gain per 1% of missing Health from 1% to 1.4%.
Zul'jin,talents,Taz'dingo!,4,icon,Taz'dingo_Icon.png
Zul'jin,talents,Taz'dingo!,4,description,"cooldown 100 For the next 4 seconds, Zul'jin is Unkillable, and cannot be reduced to less than 1 Health. Taz'dingo!"
Zul'jin,talents,Taz'dingo!,4,slot,1
Zul'jin,talents,Guillotine,4,icon,Guillotine_Icon.png
Zul'jin,talents,Guillotine,4,description,"cooldown 30 Zul'jin launches a massive axe into the air that drops on the targeted area, dealing 330 damage plus bonus damage the lower his Health is."
Zul'jin,talents,Guillotine,4,slot,2
Zul'jin,talents,Lacerate,5,icon,Lacerate_Icon.png
Zul'jin,talents,Lacerate,5,description,Increase the Slow amount of each Twin Cleave axe by 10% and its duration by 0.5 seconds.
Zul'jin,talents,Lacerate,5,slot,1
Zul'jin,talents,Eye of Zul'jin,5,icon,Eye_of_Zul'jin_Icon.png
Zul'jin,talents,Eye of Zul'jin,5,description,"Basic Attack against enemy Heroes grant Zul'jin 6% Movement Speed for 2 seconds, up to 30%."
Zul'jin,talents,Eye of Zul'jin,5,slot,2
Zul'jin,talents,Eye of Zul'jin,5,type,Status effect
Zul'jin,talents,Eye of Zul'jin,5,affects,Self
Zul'jin,talents,Eye of Zul'jin,5,props,"Attack Modifier, Movement Speed"
Zul'jin,talents,Eye of Zul'jin,5,notes,"Stack additively with itself, but not with other Movement Speed bonuses."
Zul'jin,talents,Ensnare,5,icon,Ensnare_Icon.png
Zul'jin,talents,Ensnare,5,description,"cooldown 40 Throw a net forward, Rooting the first enemy Hero hit for 1.5 seconds. If no Heroes are hit, Ensnare's cooldown is reduced to 10 seconds."
Zul'jin,talents,Ensnare,5,slot,3
Zul'jin,talents,Ensnare,5,type,Crowd control
Zul'jin,talents,Ensnare,5,affects,Enemy Heroes
Zul'jin,talents,Ensnare,5,target,Point target
Zul'jin,talents,Ensnare,5,props,"Clamping, Root, Skillshot"
Zul'jin,talents,Ensnare,5,cast,Instant
Zul'jin,talents,Ensnare,5,range,10
Zul'jin,talents,Ensnare,5,hitbox,1.5 x 1.5625
Zul'jin,talents,Ensnare,5,missile,25.0
Zul'jin,talents,No Mercy!,6,icon,No_Mercy_Icon.png
Zul'jin,talents,No Mercy!,6,description,Zul'jin's Basic Attacks against enemy Heroes marked with Grievous Throw ignore Armor and deal an additional 2% of maximum Health as damage.
Zul'jin,talents,No Mercy!,6,slot,1
Zul'jin,talents,No Mercy!,6,type,Spell Damage
Zul'jin,talents,No Mercy!,6,scaling,-
Zul'jin,talents,No Mercy!,6,affects,Enemy Heroes
Zul'jin,talents,No Mercy!,6,props,"Attack Modifier, Percent Damage"
Zul'jin,talents,No Mercy!,6,notes,Ignores only positive Armor effects. Bonus damage is dealt in a separate instance.
Zul'jin,talents,Wrong Place Wrong Time,6,icon,Wrong_Place_Wrong_Time_Icon.png
Zul'jin,talents,Wrong Place Wrong Time,6,description,"If an enemy is hit by both Twin Cleave Axes at the same time, they take an additional 100 damage and counts as 5 Hero hits for You Want Axe?."
Zul'jin,talents,Wrong Place Wrong Time,6,slot,2
Zul'jin,talents,Wrong Place Wrong Time,6,type,Spell Damage
Zul'jin,talents,Wrong Place Wrong Time,6,scaling,4.00%
Zul'jin,talents,Wrong Place Wrong Time,6,affects,Enemies
Zul'jin,talents,Wrong Place Wrong Time,6,props,Area of Effect
Zul'jin,talents,Wrong Place Wrong Time,6,aoe,Circle
Zul'jin,talents,Wrong Place Wrong Time,6,radius,0.75
Zul'jin,talents,Wrong Place Wrong Time,6,notes,"Bonus damage may occur in both locations where the two axes meet each other: in the mid-arc as well as in the end of axes' traveling path, i.e. the initial cast location. After completing the You Want Axe? quest, the second revolution also applies this Talent's effects."
Zul'jin,talents,Let the Killing Begin,6,icon,Let_the_Killing_Begin_Icon.png
Zul'jin,talents,Let the Killing Begin,6,description,"When Zul'jin kills an enemy, his Attack Speed is increased by 5%, up to 40%, for 12 seconds. Basic Attacks refresh the duration. Hero Takedowns instantly grant 40% Attack Speed."
Zul'jin,talents,Let the Killing Begin,6,slot,3
Zul'jin,talents,Let the Killing Begin,6,type,Status effect
Zul'jin,talents,Let the Killing Begin,6,affects,Self
Zul'jin,talents,Let the Killing Begin,6,props,Attack Speed
Zul'jin,talents,Let the Killing Begin,6,notes,Non-Heroes that die within 0.5 seconds of being damaged by Zul'jin grant a stack regardless of who dealt the killing blow. Destroyed Structures do not grant Attack Speed. Stacks additively with itself and other Attack Speed bonuses.
Zul'jin,talents,Amani Resilience,7,icon,Amani_Resilience_Icon.png
Zul'jin,talents,Amani Resilience,7,description,"Increase Taz'dingo's duration by 1 second. Upon expiring, Zul'jin heals for 50% of the damage he dealt during Taz'dingo."
Zul'jin,talents,Amani Resilience,7,slot,1
Zul'jin,talents,Amani Resilience,7,type,Healing
Zul'jin,talents,Amani Resilience,7,scaling,-
Zul'jin,talents,Amani Resilience,7,affects,Self
Zul'jin,talents,Amani Resilience,7,props,Lifesteal
Zul'jin,talents,Buzzsaw,7,icon,Buzzsaw_Icon.png
